ID,code,parameter,analyzed_material_1,analyzed_material_2,sample_preparation,chemical_treatment,technique,laboratory,analyst,number_of_replicates,instrument,date,comment,detection_limit,detection_limit_unit,total_procedural_blank_value,total_procedural_unit
kirch2012b_sio2,kirch2012_B,SiO2,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_tio2,kirch2012_B,TiO2,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_al2o3,kirch2012_B,Al2O3,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_feo,kirch2012_B,FeO,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_cao,kirch2012_B,CaO,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_mgo,kirch2012_B,MgO,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_mno,kirch2012_B,MnO,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_k2o,kirch2012_B,K2O,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_na2o,kirch2012_B,Na2O,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2012b_p2o5,kirch2012_B,P2O5,Whole rock,Powder,"Samples were broken into 2- to 5-mm chips, handpicked to eliminate those with obvious signs of alteration, and crushed in a WC ball mill to produce a fine powder. 0.45 g of ignited powder was mixed with 2.95 g of Spectroflux 105 and formed into glass button",,WD-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Siemens SRS 303 AS WD-XRF spectrometer,,,,,,
kirch2015a_sio2,kirch2015_A,SiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_tio2,kirch2015_A,TiO2,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_al2o3,kirch2015_A,Al2O3,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_cao,kirch2015_A,CaO,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_mgo,kirch2015_A,MgO,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_mno,kirch2015_A,MnO,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_k2o,kirch2015_A,K2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_na2o,kirch2015_A,Na2O,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_v,kirch2015_A,V,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_fe,kirch2015_A,Fe,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_ni,kirch2015_A,Ni,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_cu,kirch2015_A,Cu,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_zn,kirch2015_A,Zn,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_rb,kirch2015_A,Rb,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_sr,kirch2015_A,Sr,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_y,kirch2015_A,Y,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_zr,kirch2015_A,Zr,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_nb,kirch2015_A,Nb,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_ba,kirch2015_A,Ba,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
kirch2015a_pb,kirch2015_A,Pb,Whole rock,Sample surface,,,ED-XRF,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,ThermoNoran QuanX ED-XRF spectrometer,,Methods described in Lundblad et al. Archaeometry 50 (2008),,,,
rolett2015a_sio2,rolett2015_A,SiO2,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_tio2,rolett2015_A,TiO2,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_al2o3,rolett2015_A,Al2O3,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_feo,rolett2015_A,FeO,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005). Reference sample expressed as Fe2O3T",,,,
rolett2015a_cao,rolett2015_A,CaO,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_mgo,rolett2015_A,MgO,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_mno,rolett2015_A,MnO,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_k2o,rolett2015_A,K2O,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_na2o,rolett2015_A,Na2O,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_p2o5,rolett2015_A,P2O5,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_sc,rolett2015_A,Sc,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_v,rolett2015_A,V,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_cr,rolett2015_A,Cr,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_co,rolett2015_A,Co,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_ni,rolett2015_A,Ni,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_zn,rolett2015_A,Zn,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_rb,rolett2015_A,Rb,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_sr,rolett2015_A,Sr,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_y,rolett2015_A,Y,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_zr,rolett2015_A,Zr,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_nb,rolett2015_A,Nb,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
rolett2015a_ba,rolett2015_A,Ba,Whole rock,Core sample,"Samples were broken into ~1 cm chips using a WC hydraulic splitter, hand picked to remove obvious alteration and rinds, and crushed in a WC swing mill.",,WD-XRF,"Department of Geology and Geophysics, University of Hawai‘i at Manoa","Sinton, John",,Siemens 303 AS automated XRF spec system,,"Methods described in Sinton et al. G3, 6, 3(2005)",,,,
sheppard1997a_sio2,sheppard1997_A,SiO2,Whole rock,Core sample,"Traces and majors were determined for a number of small samples (3 g) by first making pressed powder briquettes, determining trace abundances and then extracting the powder from the briquettes for the manufacture of major element fusion disks.",,XRF,University of Auckland,"Sheppard, Peter",,Phillips PW 1410 XRF,1993-1997,,,,,
sheppard1997a_tio2,sheppard1997_A,TiO2,Whole rock,Core sample,"Traces and majors were determined for a number of small samples (3 g) by first making pressed powder briquettes, determining trace abundances and then extracting the powder from the briquettes for the manufacture of major element fusion disks.",,XRF,University of Auckland,"Sheppard, Peter",,Phillips PW 1410 XRF,1993-1997,,,,,
sheppard1997a_al2o3,sheppard1997_A,Al2O3,Whole rock,Core sample,"Traces and majors were determined for a number of small samples (3 g) by first making pressed powder briquettes, determining trace abundances and then extracting the powder from the briquettes for the manufacture of major element fusion disks.",,XRF,University of Auckland,"Sheppard, Peter",,Phillips PW 1410 XRF,1993-1997,,,,,
sheppard1997a_fe2o3,sheppard1997_A,Fe2O3,Whole rock,Core sample,"Traces and majors were determined for a number of small samples (3 g) by first making pressed powder briquettes, determining trace abundances and then extracting the powder from the briquettes for the manufacture of major element fusion disks.",,XRF,University of Auckland,"Sheppard, Peter",,Phillips PW 1410 XRF,1993-1997,,,,,
sheppard1997a_cao,sheppard1997_A,CaO,Whole rock,Core sample,"Traces and majors were determined for a number of small samples (3 g) by first making pressed powder briquettes, determining trace abundances and then extracting the powder from the briquettes for the manufacture of major element fusion disks.",,XRF,University of Auckland,"Sheppard, Peter",,Phillips PW 1410 XRF,1993-1997,,,,,
